 Energy_Usage_kWh   , Transportation_Distance_km, Smart_Appliance_Usage_hours, Renewable_Energy_Usage_percent, Temperature_C         , Humidity_percent  ,Plastic_Usage_kg, Carbon_Emission_kgCO2, Vehicle_Type    _ Car             , Vehicle_Type    _ Electric Vehicle, Vehicle_Type    _ Walking         , Building_Type_ Residential  
-0.4159001760417577,-0.452464807418262,-1.4089409740615741,0.3860924002324341,1.1934093664897023,0.8335563159523032,0.49716041571172426,18.59363294468972,False,False,False,False
1.5873774548175779,-0.5932581916328389,-1.5193147239556049,-1.5847812583031,-0.029922793550044863,1.318693833952945,-0.13567640436996115,31.748530469991877,False,False,False,False
0.8269171230780106,-1.1351488766135196,0.37780094843900336,0.395999501447037,-1.0671186399965071,-0.13422251858923137,0.6476255994427528,22.40165421966073,False,True,False,True
0.36332825463315616,0.35514644298256226,1.6412608434877227,-1.4094025102413676,0.8098350202002097,-0.7391418748851409,1.5200145958174034,31.05830865507108,True,False,False,False
-1.1756690081076218,-0.09646608101467176,0.02357200882490161,0.7348507586675896,-0.2929538033065492,-0.636000872959994,-0.23124206646074447,18.24401826102609,True,False,False,False
-1.1757528703671873,1.248517038129215,-1.55156587851036,-0.37157690104835944,0.3172888255524673,0.6784791496085608,-0.23122570405990878,19.485760330170535,False,False,True,True
-1.5161755001622592,-1.633089589434652,-0.95913968461922,1.1748156468216757,-1.3730225612389466,0.22865077738205938,1.5760080629107096,4.100706066818889,False,True,False,False
1.2934500109824367,0.48167177008798784,-0.8768431547824614,1.5369822332030658,0.4454645516893679,-0.05316992210240697,0.7669679145453187,37.116423176584114,False,False,True,False
0.37186925974769425,0.8933176347382022,-0.5519606040334121,-0.2781868251241203,-0.44946938082290533,-1.0395298257827634,-0.4657693948333436,28.939688317560716,False,False,False,False
0.7437458626049602,0.8813489251871771,-1.5791857247803711,-0.12809718105964246,-0.5859836747605002,1.2990647206367003,0.5428516787995159,34.112660543934844,True,False,False,True
-1.6465547251124826,1.3189435064095036,1.4275322386792917,0.3196063659719243,1.6535780652705403,0.9707582315485491,-0.4597331295229215,11.001421097722565,False,False,True,False
1.6541177015126807,0.7760778475141192,0.06840500849170159,-1.0381453377482932,-0.2452561779476324,-1.255545375863998,-0.4620373922394926,46.98113555099635,False,False,True,True
1.1761632991083677,1.4632192330564717,0.6107829114037391,1.4844830883645803,0.6065816491981944,-0.46724380431741624,0.24326775289502206,29.92369804657575,True,False,False,True
-0.979850554906458,-0.5941414062861936,-1.4969059411339352,-0.22329294350317677,0.4320892671454374,0.1402568556884201,-1.9047056334273365,11.97781245677878,False,False,False,True
-1.085943993939601,-0.0045646416562841385,-1.542488564105838,-1.1428657896547267,-1.3832947196328025,-0.16495935584363908,-1.716978523728643,20.460586950221632,False,False,True,False
-1.0804521435257985,-1.6954164418439712,0.31592672633055263,0.9158346186224847,0.8489772285297694,-0.3615317679122246,-0.5582695010726875,5.871851948731089,False,False,True,False
-0.660316127507331,-1.7200364427860138,1.3661030732842931,-0.9620773223786819,-0.62424076208707,0.7545581721599082,-1.0072935138053354,8.842771022194249,False,True,False,True
0.10638108141120538,-0.9140043487437689,0.11350129725469575,-1.2233296113295793,1.0259014671345592,-1.5549962106423476,0.31530901328716315,20.99618272369711,False,True,False,True
-0.21631131187025066,-1.3956117260059615,1.3330199056495957,0.22537745012970434,0.36242266658099304,-0.10560910418409228,-0.9028399586888076,14.018191391241906,True,False,False,True
-0.7055608785442701,-0.8445742410899147,1.0997270480857742,0.6006388530976426,-0.645285326742738,-0.832997768516081,-1.4054187670407627,14.240972310800435,True,False,False,False
0.4092033875848985,-1.132074409791025,-1.4666011823441358,0.24849174676052327,-0.5093234226967285,-1.4503010687620816,1.4628270413443534,17.953510953721686,False,False,False,False
-1.2331233724709685,-1.6454981713671406,-1.0263795073512032,0.5488714088915747,0.7920273946924911,-0.12828710756888073,-0.22289324613985523,4.795212913333756,False,False,False,False
