Person_ID, Energy_Usage_kWh   , Transportation_Distance_km, Vehicle_Type    , Smart_Appliance_Usage_hours, Renewable_Energy_Usage_percent, Building_Type, Temperature_C         , Humidity_percent  ,Plastic_Usage_kg, Carbon_Emission_kgCO2
1,19.9779257046734,37.36408184666985, Bus             ,2.016079232034863,60.93926309870537, Commercial   ,32.36182888482099,71.90886421823167,0.09693428306022464,18.59363294468972
2,47.634286707675976,33.291209623140325, Bus             ,1.6682910254682206,3.89034677630975, Commercial   ,14.72585218596852,81.67713125674217,0.0842347139765763,31.748530469991877
3,37.135709206947446,17.615391250286006, Electric Vehicle,7.646111458180305,61.226034087673455, Residential  ,-0.2267194683907085,52.42259127653007,0.09995377076201384,22.40165421966073
4,30.735607241457757,60.726667010148795, Car             ,11.627279547420304,8.966860676411626, Commercial   ,26.83208933050463,40.24251121713853,0.1174605971281605,31.05830865507108
5,9.488894741236953,47.66241605086289, Car             ,6.529934398501964,71.03442385187473, Commercial   ,10.933906784164789,42.319260204882305,0.08231693250553328,18.24401826102609
6,9.487736976137729,86.57009923240037, Walking         ,1.5666674853323563,39.00776465809306, Residential  ,19.731374172624857,68.78637808550758,0.08231726086101639,19.485760330170535
7,4.788013384073574,3.2109580482058253, Electric Vehicle,3.4334052168520177,83.76964915685187, Commercial   ,-4.6367354913030585,59.72906237940473,0.11858425631014782,4.100706066818889
8,43.57645499719689,64.38679275551263, Walking         ,3.6927219705734777,94.25292452651306, Commercial   ,21.579199475799612,54.054589168408,0.10234869458305818,37.116423176584114
9,30.853520563674024,76.29488785115612, Bus             ,4.71642842050645,41.7110341465609, Commercial   ,8.677524447256218,34.19418551433218,0.07761051228130095,28.939688317560716
10,35.98748373421019,75.94865691883071, Car             ,1.479637219448339,46.05552954737462, Residential  ,6.709487485924722,81.28189812492323,0.0978512008717193,34.112660543934844
11,2.9880557261985174,88.60739670955252, Walking         ,10.95381970547708,59.014758101285025, Commercial   ,38.99577893889006,74.67143132551843,0.07773164614375075,11.001421097722563
12,48.55567290377573,72.9033742829494, Walking         ,6.671203391936448,19.713272185805053, Residential  ,11.621532138012364,29.84470212174607,0.07768540492859485,46.981135550996356
13,41.95724675842024,92.78100616476964, Car             ,8.3802387224952,92.73328408283614, Residential  ,23.901918905786708,45.717191822149566,0.09183924543132067,29.92369804657575
14,12.192277312557255,33.26565998208915, Bus             ,1.7389012058450986,43.29999265013726, Residential  ,21.386376778692053,57.94924655472239,0.04873439510684403,11.97781245677878
15,10.72759842594083,50.32094167515431, Walking         ,1.5952701458401433,16.68203359160073, Commercial   ,-4.784822455742118,51.803703594007246,0.052501643349739335,20.460586950221632
16,10.803416472964823,1.4079663282890675, Walking         ,7.451145492446019,76.2731833418884, Commercial   ,27.39637685321581,47.84570871164169,0.07575424941518054,5.871851948731089
17,16.60362766205781,0.6957587303291213, Electric Vehicle,10.760256115546287,21.91513724439852, Residential  ,6.157960171678827,70.31823282923705,0.06674337759331152,8.842771022194249
18,27.188308718347415,24.012662045151988, Electric Vehicle,6.813302010555017,14.352927507185498, Residential  ,29.946977459836752,23.815245296648623,0.09328494665190547,20.99618272369711
19,22.73336089482156,10.080719713908524, Car             ,10.656010898270786,56.287207549400705, Residential  ,20.38203913076912,52.99872373881593,0.06883951848957577,14.018191391241906
20,15.978998729506012,26.02113679357536, Car             ,9.920904003607632,67.14952552915908, Commercial   ,5.854574497674479,38.3527183272721,0.05875392597329416,14.240972310800435
21,31.368938946674213,17.70432945283974, Bus             ,1.8343916437441283,56.95627406649163, Commercial   ,7.814648016553548,25.923286966433125,0.11631297537843108,17.953510953721686
22,8.695705311298008,2.852002483864824, Bus             ,3.2215322182425887,65.65106489473632, Commercial   ,26.57536848331803,52.542101060207585,0.08248447399026929,4.795212913333756
23,16.02294312969047,90.93041464060494, Walking         ,8.234817360708767,11.552401230774445, Residential  ,17.502965756144093,31.995808374939813,0.08835056409375847,32.123720638188885
24,19.5853684780972,0.8223131388891525, Electric Vehicle,5.878515208050457,47.601803788410734, Residential  ,23.41755203356576,38.07569973231461,0.05850503627573086,8.850420908618968
25,23.891359242417725,73.60821443370854, Bus             ,4.197697950116126,35.70186440885412, Residential  ,-2.084083946240586,55.49061106570531,0.07611234550949635,18.345067944820958
26,39.68844614686465,15.214788691951654, Walking         ,5.60497241652777,97.3368616240122, Commercial   ,29.34883361142093,88.1596285952975,0.08921845179419731,20.371694542690673
27,11.584341543601267,91.22296219996, Walking         ,5.897196108976978,4.962393417946743, Commercial   ,6.0195659457517365,67.89785047624892,0.06398012845155394,27.23435601248584
28,26.683253043853355,89.27959395898858, Car             ,11.01607475903756,29.829420305992304, Commercial   ,20.993063357883667,39.57352587097773,0.09451396036691344,25.715291681469008
29,30.435899305378037,65.39011463692573, Electric Vehicle,2.138041120754483,94.1862194091722, Residential  ,-4.266008737899565,46.76842368027635,0.07498722620162389,26.858685851442385
30,4.229619810559891,67.22341498006051, Walking         ,4.077038214883765,98.34961831843296, Commercial   ,6.07101205784835,48.429320662468406,0.08116612500413446,17.111154306756475
31,31.16215289126904,0.5339141969688543, Car             ,6.913212982409854,82.49016077271335, Commercial   ,22.44336465333209,30.7546336341064,0.07496586775541206,17.764002083542724
32,10.185157936989992,98.4871566113602, Walking         ,8.681156192936509,7.599824401640931, Residential  ,3.710306614512529,31.245793220177653,0.12404556369017875,25.137445877729263
33,5.122476463293417,87.78326035758144, Electric Vehicle,7.93701017855168,56.135502834354035, Commercial   ,34.01560983749086,30.38763064411551,0.08673005550524132,18.519613689724448
34,47.54650578816,89.5106225730092, Walking         ,11.35807011511134,40.012299267046714, Commercial   ,23.061419972171016,56.51648964158418,0.065845781420882,30.91845783348469
35,48.35033758757885,65.92445370508719, Walking         ,9.751698173014203,80.64525676954017, Commercial   ,33.51391966483978,67.19302607177957,0.10345089824206377,36.40782689340124
36,40.80307270959013,34.47869286545365, Bus             ,7.127845261718734,5.502423557133329, Commercial   ,9.769535112556037,61.350447922757866,0.06258312700057955,25.639479386590025
37,16.621460920321795,89.36486490904808, Bus             ,3.3615096084085825,19.712875164470212, Residential  ,-8.30074286876625,88.44370298173439,0.0911772719000951,22.54286953872318
38,6.688261472306426,29.151692815119233, Car             ,5.9596165454246375,48.91950662226294, Residential  ,18.80699816775514,28.81122005803563,0.04780659752240448,11.60379821318487
39,34.84318527258353,56.271154334220284, Walking         ,8.627204686139251,15.764766294782696, Residential  ,6.959675136268615,89.05320844119287,0.060436279022031386,33.759092690554645
40,23.127319699500863,9.97309723438824, Car             ,10.217583923196932,69.27151426942983, Residential  ,12.409418796117665,52.667175372152435,0.09093722471738247,15.785259216201634
41,7.857835272549384,92.19556301327502, Electric Vehicle,11.55709846864626,82.07672211397983, Commercial   ,24.05551069613744,35.30429514439964,0.1017693315999082,21.034566106080604
42,25.76849168534097,14.077045777121333, Car             ,7.659980427517095,70.45198936276435, Residential  ,25.033233353543583,86.029657820403,0.09042736562379941,15.35755201158577
43,3.650649013530483,22.48968057304073, Walking         ,6.796113040348757,44.02837136399823, Residential  ,-8.62217925670923,52.80293171012149,0.08468703435223518,5.028916845756462
44,45.64737929978154,55.813415812821496, Bus             ,1.1946111543326314,87.83876662526463, Residential  ,28.46513364198068,44.31428686473643,0.08097792608821422,27.29296366383135
