 Energy_Usage_kWh   , Transportation_Distance_km,Plastic_Usage_kg, Carbon_Emission_kgCO2
19.9779257046734,37.36408184666985,0.0969342830602246,18.59363294468972
47.634286707675976,33.291209623140325,0.0842347139765763,31.748530469991877
37.135709206947446,17.615391250286006,0.0999537707620138,22.40165421966073
30.735607241457757,60.726667010148795,0.1174605971281605,31.05830865507108
9.488894741236953,47.66241605086289,0.0823169325055332,18.24401826102609
9.487736976137729,86.57009923240037,0.0823172608610163,19.485760330170535
4.788013384073574,3.2109580482058253,0.1185842563101478,4.100706066818889
43.57645499719689,64.38679275551263,0.1023486945830581,37.116423176584114
30.853520563674024,76.29488785115612,0.0776105122813009,28.939688317560716
35.98748373421019,75.94865691883071,0.0978512008717193,34.112660543934844
2.9880557261985174,88.60739670955252,0.0777316461437507,11.001421097722565
48.55567290377573,72.9033742829494,0.0776854049285948,46.98113555099635
41.95724675842024,92.78100616476964,0.0918392454313206,29.92369804657575
12.192277312557255,33.26565998208915,0.048734395106844,11.97781245677878
10.72759842594083,50.32094167515431,0.0525016433497393,20.460586950221632
10.803416472964823,1.4079663282890675,0.0757542494151805,5.871851948731089
16.60362766205781,0.6957587303291213,0.0667433775933115,8.842771022194249
27.188308718347415,24.012662045151988,0.0932849466519054,20.99618272369711
22.73336089482156,10.080719713908524,0.0688395184895757,14.018191391241906
15.978998729506012,26.02113679357536,0.0587539259732941,14.240972310800435
31.368938946674213,17.70432945283974,0.116312975378431,17.953510953721686
8.695705311298008,2.852002483864824,0.0824844739902692,4.795212913333756
16.02294312969047,90.93041464060494,0.0883505640937584,32.123720638188885
19.5853684780972,0.8223131388891525,0.0585050362757308,8.850420908618968
23.891359242417725,73.60821443370854,0.0761123455094963,18.34506794482096
39.68844614686465,15.214788691951654,0.0892184517941973,20.371694542690673
11.584341543601267,91.22296219996,0.0639801284515539,27.23435601248584
26.683253043853355,89.27959395898858,0.0945139603669134,25.715291681469008
30.435899305378037,65.39011463692573,0.0749872262016238,26.858685851442385
4.229619810559891,67.22341498006051,0.0811661250041344,17.111154306756475
31.16215289126904,0.5339141969688543,0.074965867755412,17.764002083542724
10.185157936989992,98.4871566113602,0.1240455636901787,25.137445877729263
5.122476463293417,87.78326035758144,0.0867300555052413,18.519613689724448
47.54650578816,89.5106225730092,0.065845781420882,30.91845783348469
48.35033758757885,65.92445370508719,0.1034508982420637,36.40782689340124
40.80307270959013,34.47869286545365,0.0625831270005795,25.639479386590025
16.621460920321795,89.36486490904808,0.0911772719000951,22.54286953872318
6.688261472306426,29.151692815119233,0.0478065975224044,11.60379821318487
34.84318527258353,56.271154334220284,0.0604362790220313,33.759092690554645
23.127319699500863,9.97309723438824,0.0909372247173824,15.785259216201634
7.857835272549384,92.19556301327502,0.1017693315999082,21.034566106080604
25.76849168534097,14.077045777121333,0.0904273656237994,15.35755201158577
3.650649013530483,22.48968057304073,0.0846870343522351,5.028916845756462
45.64737929978154,55.813415812821496,0.0809779260882142,27.29296366383135
14.421439116800812,76.40930002129815,0.0574295601926514,24.28480139647306
33.80106964899113,61.93513059362989,0.0726031158321058,32.862146413022444
16.962131652291724,23.213391280015617,0.0777872245808042,14.026947466881245
26.96326501653492,0.0943042527490334,0.1081424445243783,14.0390758579126
28.242093408477423,75.71505803074392,0.0938723657913692,36.78990485711017
10.873013865225298,98.52073259110938,0.0517391968927453,34.68446900267923
